,sad,neutral,anger,happy,hate
19:01,"[2521, 191]","[4120, 372]","[12, 10]","[802, 114]","[202, 30]"
19:11,"[1416, 190]","[2201, 339]","[66, 11]","[2302, 140]","[523, 42]"
19:21,"[3299, 186]","[3531, 418]","[23, 14]","[1360, 120]","[234, 34]"
19:31,"[1910, 199]","[3184, 381]","[72, 12]","[1808, 127]","[582, 41]"
19:41,"[2691, 184]","[2582, 358]","[131, 14]","[646, 122]","[166, 24]"
19:51,"[1753, 209]","[3619, 389]","[46, 8]","[2099, 136]","[336, 38]"
20:01,"[1947, 203]","[4210, 438]","[68, 18]","[2432, 143]","[181, 36]"
20:11,"[1890, 226]","[2732, 429]","[16, 9]","[1287, 119]","[278, 40]"
20:21,"[1245, 189]","[3108, 420]","[40, 10]","[3009, 159]","[1049, 49]"
20:31,"[3803, 229]","[3154, 409]","[1664, 12]","[2805, 128]","[617, 39]"
20:41,"[2070, 235]","[6534, 457]","[14, 15]","[1555, 143]","[500, 44]"
20:51,"[4770, 251]","[5530, 504]","[32, 12]","[1560, 173]","[322, 40]"
21:01,"[3562, 260]","[5961, 477]","[34, 14]","[2640, 158]","[604, 29]"
21:11,"[2334, 251]","[3747, 509]","[297, 19]","[1874, 156]","[79, 40]"
21:21,"[1798, 299]","[4276, 525]","[723, 19]","[3990, 195]","[696, 41]"
21:31,"[7245, 288]","[5676, 575]","[82, 28]","[1182, 185]","[254, 33]"
21:41,"[3209, 321]","[4749, 597]","[1804, 15]","[2555, 199]","[1160, 48]"
21:51,"[4129, 335]","[5642, 560]","[1008, 30]","[3155, 194]","[1041, 51]"
22:01,"[2982, 317]","[5525, 589]","[481, 32]","[1197, 185]","[-29, 44]"
22:11,"[3670, 320]","[6971, 590]","[284, 25]","[3762, 199]","[467, 64]"
22:21,"[5037, 338]","[7248, 697]","[187, 25]","[3138, 222]","[2468, 87]"
22:31,"[2448, 344]","[7250, 695]","[54, 21]","[3949, 218]","[225, 68]"
22:41,"[4345, 387]","[7080, 741]","[214, 33]","[2074, 221]","[514, 59]"
22:51,"[4683, 397]","[6821, 735]","[118, 16]","[2998, 242]","[686, 57]"
23:01,"[3002, 389]","[6935, 694]","[172, 29]","[2555, 232]","[410, 55]"
23:11,"[2805, 424]","[5724, 759]","[59, 22]","[2448, 232]","[794, 82]"
23:21,"[4365, 431]","[7072, 756]","[1389, 23]","[3383, 248]","[466, 83]"
23:31,"[5781, 453]","[7389, 805]","[64, 17]","[1847, 225]","[992, 78]"
23:41,"[2860, 404]","[5646, 791]","[96, 22]","[2710, 240]","[638, 64]"
23:51,"[5163, 457]","[7202, 810]","[107, 28]","[3291, 277]","[565, 71]"
