,sad,neutral,anger,happy,hate
10:01,"[1539, 201]","[6658, 405]","[188, 12]","[926, 159]","[446, 41]"
10:11,"[2625, 248]","[3157, 408]","[49, 14]","[1194, 140]","[639, 44]"
10:21,"[1375, 243]","[4007, 395]","[95, 16]","[2154, 159]","[270, 38]"
10:31,"[2680, 230]","[3503, 425]","[91, 13]","[1844, 168]","[116, 34]"
10:41,"[1910, 213]","[3576, 432]","[1039, 12]","[1396, 177]","[326, 42]"
10:51,"[3326, 210]","[4629, 428]","[124, 19]","[3009, 159]","[235, 36]"
11:01,"[1157, 214]","[2725, 420]","[19, 13]","[983, 141]","[412, 35]"
11:11,"[1816, 211]","[3780, 388]","[-11, 9]","[1178, 139]","[98, 31]"
11:21,"[1172, 206]","[2089, 400]","[41, 18]","[1423, 132]","[235, 33]"
11:31,"[3724, 200]","[3061, 382]","[24, 13]","[1447, 132]","[555, 30]"
11:41,"[1956, 187]","[2908, 355]","[27, 9]","[1466, 139]","[378, 33]"
11:51,"[1782, 156]","[2242, 378]","[33, 15]","[2031, 144]","[490, 43]"
12:01,"[1501, 198]","[2917, 398]","[87, 19]","[614, 133]","[203, 40]"
12:11,"[2293, 214]","[2511, 377]","[15, 10]","[793, 129]","[260, 38]"
12:21,"[3589, 214]","[2359, 375]","[88, 12]","[683, 119]","[560, 37]"
12:31,"[3738, 194]","[2099, 361]","[20, 9]","[769, 118]","[273, 51]"
12:41,"[1360, 209]","[3491, 408]","[-94, 12]","[1142, 140]","[136, 39]"
12:51,"[2446, 209]","[2077, 344]","[11, 8]","[636, 134]","[210, 26]"
13:01,"[1333, 184]","[2223, 339]","[26, 11]","[1221, 119]","[126, 27]"
13:11,"[2322, 178]","[2739, 366]","[35, 12]","[1081, 125]","[186, 39]"
13:21,"[2783, 191]","[1897, 335]","[23, 12]","[737, 131]","[-7, 24]"
13:31,"[1148, 185]","[2467, 371]","[18, 12]","[286, 111]","[104, 31]"
13:41,"[2247, 158]","[2428, 315]","[242, 19]","[730, 124]","[112, 26]"
13:51,"[1232, 192]","[2557, 302]","[77, 10]","[1337, 142]","[186, 34]"
14:01,"[1372, 197]","[1830, 337]","[47, 10]","[2016, 132]","[303, 31]"
14:11,"[1158, 168]","[1837, 339]","[27, 11]","[413, 114]","[88, 25]"
14:21,"[2040, 168]","[2842, 358]","[92, 14]","[453, 114]","[146, 25]"
14:31,"[1483, 179]","[2435, 357]","[-15, 14]","[964, 138]","[493, 40]"
14:41,"[1319, 166]","[1890, 316]","[11, 5]","[925, 111]","[275, 38]"
14:51,"[1589, 191]","[3537, 352]","[26, 11]","[1340, 103]","[227, 22]"
15:01,"[2196, 182]","[2174, 351]","[56, 10]","[716, 132]","[2098, 44]"
15:11,"[1189, 173]","[2599, 410]","[22, 11]","[1226, 110]","[50, 22]"
15:21,"[1129, 164]","[2293, 375]","[24, 10]","[1651, 118]","[191, 25]"
15:31,"[1977, 177]","[3258, 340]","[115, 13]","[1188, 108]","[151, 24]"
15:41,"[1962, 177]","[3153, 322]","[15, 5]","[1330, 119]","[160, 36]"
15:51,"[1688, 206]","[3619, 337]","[35, 11]","[1794, 116]","[278, 31]"
16:01,"[2506, 209]","[3175, 356]","[41, 9]","[1846, 106]","[448, 36]"
16:11,"[1929, 193]","[2971, 388]","[44, 15]","[958, 141]","[131, 24]"
16:21,"[1377, 203]","[2538, 356]","[43, 10]","[1013, 129]","[169, 42]"
16:31,"[1059, 173]","[1600, 344]","[37, 10]","[2109, 127]","[70, 20]"
16:41,"[798, 197]","[2058, 304]","[10, 19]","[1021, 133]","[190, 23]"
16:51,"[1326, 180]","[2589, 351]","[140, 13]","[1144, 130]","[568, 37]"
17:01,"[1316, 172]","[2800, 362]","[1592, 18]","[1620, 130]","[320, 26]"
17:11,"[1058, 183]","[3037, 352]","[168, 12]","[1102, 117]","[828, 39]"
17:21,"[2093, 192]","[3307, 336]","[9, 10]","[914, 115]","[77, 28]"
17:31,"[2521, 187]","[4731, 381]","[31, 12]","[902, 144]","[280, 32]"
17:41,"[1695, 208]","[4473, 333]","[148, 18]","[2049, 115]","[237, 26]"
17:51,"[3376, 184]","[2634, 369]","[128, 10]","[699, 103]","[1006, 39]"
18:01,"[2346, 177]","[3753, 374]","[60, 15]","[1452, 120]","[515, 40]"
18:11,"[2005, 214]","[3589, 340]","[154, 18]","[1775, 125]","[150, 44]"
18:21,"[2195, 200]","[4605, 381]","[49, 15]","[1952, 120]","[79, 26]"
18:31,"[3845, 178]","[3506, 391]","[22, 12]","[1555, 135]","[298, 35]"
18:41,"[4332, 217]","[4865, 389]","[1140, 11]","[1894, 133]","[161, 34]"
18:51,"[2380, 256]","[3482, 457]","[43, 11]","[531, 126]","[203, 35]"
19:01,"[2300, 209]","[4163, 395]","[91, 9]","[653, 144]","[658, 37]"
19:11,"[1690, 236]","[5342, 388]","[102, 13]","[1051, 131]","[433, 48]"
19:21,"[1872, 232]","[4679, 421]","[41, 20]","[2479, 191]","[880, 51]"
19:31,"[3271, 243]","[3539, 449]","[47, 11]","[1319, 169]","[1805, 43]"
19:41,"[2646, 239]","[3915, 493]","[368, 14]","[999, 162]","[433, 52]"
19:51,"[2455, 243]","[3522, 504]","[69, 16]","[974, 158]","[236, 44]"
20:01,"[2564, 267]","[5771, 505]","[385, 10]","[1832, 185]","[794, 50]"
20:11,"[2421, 282]","[3590, 508]","[52, 16]","[2061, 189]","[398, 45]"
20:21,"[3379, 274]","[4567, 478]","[67, 15]","[1524, 197]","[200, 38]"
20:31,"[2174, 245]","[4726, 462]","[226, 14]","[1753, 193]","[399, 49]"
20:41,"[2862, 284]","[4717, 575]","[196, 18]","[2058, 187]","[663, 61]"
20:51,"[2652, 300]","[3714, 553]","[158, 18]","[1066, 201]","[1467, 62]"
21:01,"[3886, 295]","[6355, 587]","[53, 11]","[3254, 196]","[579, 50]"
21:11,"[3999, 326]","[4020, 538]","[149, 21]","[2472, 195]","[404, 52]"
21:21,"[2553, 254]","[6199, 585]","[86, 20]","[2759, 218]","[213, 47]"
21:31,"[3614, 314]","[5190, 641]","[58, 15]","[1452, 190]","[1088, 56]"
21:41,"[3392, 325]","[5313, 577]","[147, 22]","[2535, 214]","[765, 62]"
21:51,"[3174, 349]","[4778, 613]","[86, 23]","[1797, 210]","[123, 51]"
22:01,"[3280, 326]","[5457, 620]","[225, 28]","[2122, 219]","[588, 54]"
22:11,"[2683, 346]","[6069, 646]","[397, 26]","[3010, 239]","[195, 50]"
22:21,"[2979, 367]","[5982, 718]","[81, 15]","[1746, 251]","[2775, 56]"
22:31,"[4587, 382]","[4665, 670]","[80, 20]","[6121, 226]","[897, 57]"
22:41,"[7165, 353]","[6475, 703]","[164, 26]","[3309, 265]","[732, 67]"
22:51,"[3806, 350]","[8037, 689]","[58, 24]","[2257, 233]","[296, 59]"
23:01,"[3450, 337]","[5984, 682]","[182, 18]","[4152, 226]","[247, 51]"
23:11,"[4173, 380]","[7022, 711]","[720, 24]","[2096, 231]","[464, 46]"
23:21,"[4338, 388]","[8668, 725]","[151, 19]","[2616, 242]","[600, 75]"
23:31,"[3806, 377]","[5799, 712]","[941, 22]","[2194, 225]","[388, 61]"
23:41,"[3191, 378]","[4747, 727]","[138, 24]","[1187, 242]","[436, 50]"
23:51,"[3342, 393]","[6240, 753]","[61, 23]","[2295, 245]","[578, 68]"
