,sad,neutral,anger,happy,hate
09:21,"[3443, 440]","[8960, 832]","[152, 21]","[2807, 312]","[383, 70]"
09:31,"[3155, 410]","[7012, 818]","[116, 20]","[2813, 300]","[703, 77]"
09:41,"[2679, 427]","[4070, 780]","[92, 21]","[2031, 289]","[1068, 66]"
09:51,"[3819, 460]","[4752, 836]","[72, 32]","[4045, 319]","[584, 72]"
10:01,"[2088, 407]","[8552, 785]","[88, 24]","[4196, 297]","[1031, 64]"
10:11,"[2020, 381]","[5976, 770]","[137, 22]","[1778, 282]","[467, 70]"
10:21,"[3555, 398]","[5867, 789]","[567, 24]","[2333, 263]","[420, 53]"
10:31,"[2425, 381]","[5618, 791]","[142, 27]","[5331, 253]","[686, 68]"
10:41,"[2475, 390]","[6296, 787]","[77, 21]","[1957, 313]","[1001, 71]"
10:51,"[2143, 444]","[6474, 790]","[254, 20]","[2301, 252]","[440, 70]"
11:01,"[5849, 452]","[8880, 829]","[860, 28]","[2951, 283]","[369, 61]"
11:11,"[6254, 439]","[7939, 824]","[117, 24]","[2840, 295]","[789, 66]"
11:21,"[4780, 423]","[11331, 876]","[70, 20]","[3332, 249]","[337, 58]"
11:31,"[3980, 361]","[6042, 797]","[133, 33]","[1880, 237]","[942, 59]"
11:41,"[2198, 415]","[4373, 758]","[98, 32]","[2788, 253]","[783, 69]"
11:51,"[8068, 384]","[7169, 733]","[237, 24]","[1913, 241]","[326, 58]"
12:01,"[4518, 386]","[9631, 744]","[160, 22]","[2181, 235]","[1257, 67]"
12:11,"[4188, 397]","[5897, 744]","[67, 21]","[2944, 255]","[368, 67]"
12:21,"[4147, 367]","[5421, 725]","[915, 22]","[2657, 242]","[652, 65]"
12:31,"[4010, 367]","[6437, 738]","[112, 15]","[2772, 264]","[1296, 51]"
12:41,"[3005, 348]","[7135, 700]","[228, 25]","[2618, 236]","[580, 54]"
12:51,"[3350, 407]","[5741, 704]","[93, 20]","[2512, 267]","[205, 53]"
13:01,"[3362, 374]","[6223, 723]","[143, 25]","[2969, 260]","[568, 55]"
13:11,"[2446, 363]","[5446, 707]","[249, 24]","[1594, 251]","[1535, 61]"
13:21,"[2637, 336]","[3013, 660]","[64, 20]","[2355, 254]","[693, 51]"
13:31,"[2960, 331]","[4832, 699]","[184, 24]","[2180, 261]","[355, 57]"
13:41,"[3035, 354]","[5585, 618]","[17, 17]","[3833, 211]","[236, 61]"
13:51,"[2867, 324]","[4234, 606]","[355, 24]","[2257, 237]","[411, 46]"
14:01,"[4282, 398]","[9528, 821]","[272, 26]","[6860, 286]","[292, 54]"
14:11,"[4489, 415]","[8950, 808]","[784, 17]","[2389, 277]","[1436, 56]"
14:21,"[3052, 371]","[6082, 728]","[223, 23]","[2460, 276]","[227, 49]"
14:31,"[3725, 373]","[6501, 684]","[68, 11]","[3073, 249]","[272, 53]"
14:41,"[2578, 326]","[4888, 677]","[204, 22]","[2237, 238]","[1541, 46]"
14:51,"[3314, 334]","[5254, 650]","[142, 18]","[1875, 207]","[229, 63]"
15:01,"[3780, 345]","[5010, 631]","[455, 26]","[1922, 214]","[2699, 63]"
15:11,"[5096, 343]","[6493, 660]","[76, 21]","[3462, 244]","[1714, 44]"
15:21,"[3827, 342]","[4508, 659]","[78, 19]","[3069, 237]","[264, 46]"
15:31,"[2431, 319]","[5729, 638]","[120, 19]","[1249, 200]","[267, 52]"
15:41,"[1836, 341]","[3406, 661]","[114, 14]","[2015, 243]","[204, 47]"
15:51,"[2567, 299]","[4711, 639]","[52, 22]","[3571, 229]","[165, 58]"
16:01,"[2702, 335]","[4551, 657]","[1718, 20]","[1810, 238]","[444, 49]"
16:11,"[2279, 331]","[5689, 618]","[495, 27]","[3494, 224]","[177, 67]"
16:21,"[3032, 344]","[5406, 667]","[-225, 15]","[2429, 222]","[95, 58]"
16:31,"[3200, 322]","[3178, 653]","[109, 21]","[2051, 231]","[122, 49]"
16:41,"[2210, 306]","[6921, 657]","[168, 17]","[1554, 204]","[842, 66]"
16:51,"[5246, 331]","[6411, 661]","[1001, 21]","[2390, 241]","[481, 54]"
17:01,"[1614, 298]","[5096, 583]","[101, 23]","[1392, 224]","[818, 65]"
17:11,"[3979, 303]","[4423, 656]","[232, 24]","[1907, 216]","[1778, 69]"
17:21,"[2392, 329]","[3126, 603]","[63, 25]","[1487, 233]","[274, 50]"
17:31,"[2366, 331]","[5951, 610]","[53, 21]","[4015, 215]","[338, 59]"
17:41,"[3005, 325]","[4434, 610]","[88, 18]","[2760, 222]","[455, 67]"
17:51,"[3499, 313]","[5164, 702]","[613, 21]","[1619, 230]","[338, 58]"
18:01,"[5666, 364]","[4519, 651]","[120, 23]","[4989, 218]","[184, 40]"
18:11,"[3478, 321]","[4857, 665]","[67, 22]","[2918, 260]","[200, 53]"
18:21,"[4472, 319]","[6014, 625]","[61, 10]","[3220, 247]","[543, 52]"
18:31,"[4663, 392]","[6983, 675]","[285, 16]","[2696, 215]","[921, 47]"
18:41,"[2292, 337]","[6095, 651]","[117, 25]","[4969, 219]","[799, 57]"
18:51,"[3903, 392]","[8431, 678]","[195, 18]","[2229, 265]","[489, 52]"
19:01,"[4214, 368]","[5423, 740]","[217, 26]","[1046, 231]","[1049, 69]"
19:11,"[4957, 414]","[6822, 761]","[68, 14]","[1639, 246]","[159, 53]"
19:21,"[3191, 412]","[7291, 776]","[196, 25]","[2918, 285]","[394, 65]"
19:31,"[4190, 418]","[7081, 823]","[529, 25]","[3464, 245]","[967, 60]"
19:41,"[4241, 399]","[5095, 803]","[165, 19]","[2921, 272]","[374, 69]"
19:51,"[4072, 383]","[8610, 779]","[208, 24]","[2516, 279]","[1589, 60]"
20:01,"[4995, 406]","[16294, 959]","[464, 25]","[6789, 340]","[1144, 60]"
20:11,"[5817, 443]","[11057, 955]","[112, 29]","[5849, 350]","[1058, 84]"
20:21,"[5884, 475]","[9380, 1040]","[154, 26]","[5743, 319]","[439, 80]"
20:31,"[8636, 519]","[11158, 1040]","[251, 29]","[6190, 378]","[939, 100]"
20:41,"[5288, 504]","[10526, 1017]","[734, 33]","[3454, 366]","[722, 78]"
20:51,"[4956, 564]","[8794, 1093]","[229, 42]","[5876, 378]","[539, 69]"
21:01,"[5729, 521]","[13204, 1052]","[441, 36]","[5265, 378]","[705, 83]"
21:11,"[5412, 578]","[12639, 1145]","[163, 34]","[3700, 422]","[1469, 69]"
21:21,"[9346, 623]","[11310, 1183]","[106, 40]","[6406, 406]","[812, 101]"
21:31,"[5327, 628]","[11363, 1223]","[201, 37]","[5352, 400]","[1661, 89]"
21:41,"[5871, 601]","[9697, 1319]","[154, 34]","[3727, 432]","[505, 82]"
21:51,"[5541, 576]","[10353, 1234]","[456, 30]","[7834, 427]","[740, 96]"
22:01,"[11824, 690]","[13846, 1385]","[2540, 38]","[6980, 477]","[1607, 107]"
22:11,"[8043, 699]","[14818, 1473]","[1378, 47]","[10544, 511]","[1003, 125]"
22:21,"[6546, 731]","[16148, 1418]","[856, 43]","[5216, 433]","[1728, 110]"
22:31,"[5342, 736]","[14207, 1403]","[385, 41]","[4464, 467]","[326, 85]"
22:41,"[5659, 680]","[14729, 1397]","[325, 49]","[2200, 472]","[651, 105]"
22:51,"[7745, 672]","[12095, 1467]","[1456, 45]","[4466, 472]","[895, 107]"
23:01,"[7835, 749]","[18084, 1523]","[388, 36]","[15304, 520]","[678, 123]"
23:11,"[5389, 738]","[14092, 1537]","[535, 54]","[6066, 491]","[1017, 108]"
23:21,"[8443, 775]","[11787, 1544]","[151, 44]","[5737, 533]","[6686, 122]"
23:31,"[5811, 724]","[10628, 1478]","[448, 43]","[6650, 517]","[1059, 138]"
23:41,"[6498, 767]","[12294, 1504]","[307, 50]","[6790, 475]","[1383, 102]"
23:51,"[6144, 769]","[11395, 1456]","[148, 50]","[6177, 492]","[851, 98]"
