,sad,neutral,anger,happy,hate
05:31,"[2059, 218]","[4228, 430]","[143, 15]","[1502, 150]","[299, 37]"
05:41,"[2031, 231]","[2318, 422]","[119, 12]","[1674, 137]","[131, 26]"
05:51,"[2089, 232]","[2610, 373]","[68, 10]","[1117, 138]","[692, 27]"
06:01,"[2011, 230]","[2537, 402]","[134, 12]","[1550, 139]","[728, 28]"
06:11,"[1297, 206]","[3008, 409]","[55, 19]","[1502, 141]","[391, 34]"
06:21,"[2814, 190]","[3194, 419]","[2, 9]","[2214, 139]","[190, 40]"
06:31,"[1817, 194]","[1789, 382]","[19, 11]","[975, 120]","[220, 40]"
06:41,"[1285, 194]","[2675, 385]","[107, 10]","[1023, 133]","[174, 32]"
06:51,"[1217, 197]","[3955, 375]","[118, 14]","[1083, 149]","[273, 43]"
07:01,"[1281, 207]","[1513, 327]","[67, 14]","[4104, 128]","[314, 29]"
07:11,"[3311, 205]","[3094, 342]","[45, 9]","[1333, 106]","[248, 37]"
07:21,"[2791, 202]","[3316, 308]","[201, 12]","[1162, 124]","[61, 28]"
07:31,"[1176, 190]","[2401, 360]","[37, 7]","[375, 122]","[28, 16]"
07:41,"[1069, 188]","[2183, 343]","[22, 13]","[302, 112]","[79, 29]"
07:51,"[1644, 181]","[1514, 341]","[106, 15]","[1632, 112]","[154, 45]"
08:01,"[1840, 174]","[2249, 310]","[479, 13]","[1858, 137]","[1603, 29]"
08:11,"[1305, 165]","[1893, 329]","[13, 6]","[2382, 126]","[296, 28]"
08:21,"[2281, 178]","[2894, 285]","[29, 8]","[585, 111]","[676, 18]"
08:31,"[2037, 142]","[1897, 278]","[77, 10]","[1365, 108]","[180, 17]"
08:41,"[859, 133]","[2355, 281]","[24, 12]","[1158, 110]","[357, 26]"
08:51,"[1051, 139]","[3059, 320]","[65, 14]","[796, 109]","[154, 32]"
09:01,"[1290, 147]","[1690, 298]","[7, 5]","[914, 117]","[346, 26]"
09:11,"[726, 138]","[1594, 291]","[18, 8]","[935, 112]","[289, 28]"
09:21,"[1488, 140]","[1570, 258]","[21, 9]","[195, 78]","[68, 25]"
09:31,"[1440, 135]","[1427, 301]","[9, 4]","[638, 115]","[571, 29]"
09:41,"[799, 155]","[2254, 303]","[-15, 12]","[385, 103]","[464, 31]"
09:51,"[1614, 135]","[2227, 278]","[52, 10]","[585, 100]","[189, 24]"
10:01,"[1325, 172]","[1308, 269]","[93, 10]","[1324, 109]","[103, 28]"
10:11,"[966, 124]","[2787, 282]","[75, 10]","[1092, 90]","[220, 20]"
10:21,"[881, 121]","[1623, 248]","[36, 8]","[802, 95]","[121, 28]"
10:31,"[514, 134]","[1004, 233]","[57, 9]","[704, 104]","[154, 25]"
10:41,"[682, 111]","[1895, 269]","[17, 8]","[540, 100]","[158, 33]"
10:51,"[814, 140]","[2220, 212]","[103, 6]","[891, 90]","[147, 23]"
11:01,"[908, 130]","[1721, 245]","[20, 8]","[1957, 92]","[136, 26]"
11:11,"[1300, 124]","[2492, 220]","[104, 7]","[666, 92]","[652, 25]"
11:21,"[555, 118]","[2132, 252]","[-1, 8]","[692, 85]","[68, 21]"
11:31,"[1682, 128]","[1858, 219]","[78, 12]","[392, 74]","[650, 23]"
11:41,"[887, 133]","[1491, 244]","[37, 6]","[892, 95]","[-7, 19]"
11:51,"[592, 101]","[1356, 219]","[16, 5]","[576, 72]","[131, 23]"
12:01,"[418, 118]","[1243, 200]","[42, 12]","[420, 79]","[104, 16]"
12:11,"[684, 126]","[2002, 232]","[110, 10]","[873, 81]","[68, 19]"
12:21,"[2269, 103]","[2084, 241]","[92, 10]","[630, 87]","[164, 21]"
12:31,"[1161, 107]","[1234, 235]","[244, 8]","[740, 85]","[410, 19]"
12:41,"[854, 112]","[1266, 220]","[62, 7]","[606, 93]","[49, 17]"
12:51,"[624, 121]","[1148, 220]","[63, 3]","[1206, 82]","[27, 9]"
13:01,"[445, 97]","[1437, 228]","[6, 5]","[810, 65]","[72, 15]"
13:11,"[627, 106]","[1343, 191]","[43, 3]","[755, 71]","[159, 19]"
13:21,"[1005, 109]","[1375, 195]","[28, 8]","[828, 87]","[54, 16]"
13:31,"[286, 115]","[1679, 224]","[27, 5]","[1218, 73]","[138, 19]"
13:41,"[1622, 137]","[1021, 218]","[23, 5]","[615, 68]","[107, 21]"
13:51,"[2008, 118]","[2291, 212]","[52, 5]","[808, 67]","[645, 20]"
14:01,"[505, 105]","[1814, 202]","[0, 1]","[642, 74]","[17, 11]"
14:11,"[2119, 136]","[1704, 186]","[22, 7]","[1098, 74]","[133, 25]"
14:21,"[1198, 99]","[1288, 182]","[7, 1]","[552, 69]","[50, 16]"
14:31,"[695, 113]","[2362, 186]","[13, 6]","[548, 79]","[160, 18]"
14:41,"[944, 116]","[3244, 239]","[18, 7]","[640, 87]","[393, 20]"
14:51,"[1564, 114]","[2055, 213]","[590, 10]","[1164, 64]","[103, 20]"
15:01,"[1228, 123]","[1040, 221]","[3, 5]","[432, 61]","[179, 23]"
15:11,"[786, 106]","[1497, 218]","[18, 5]","[491, 95]","[96, 17]"
15:21,"[1227, 101]","[2272, 215]","[46, 13]","[744, 71]","[40, 16]"
15:31,"[2137, 108]","[1273, 222]","[11, 9]","[1730, 89]","[509, 30]"
15:41,"[988, 129]","[1970, 195]","[33, 6]","[1246, 90]","[18, 22]"
15:51,"[837, 105]","[1869, 238]","[18, 7]","[836, 73]","[364, 17]"
16:01,"[1278, 108]","[1578, 213]","[103, 14]","[627, 85]","[142, 14]"
16:11,"[1702, 87]","[1990, 224]","[13, 3]","[471, 79]","[68, 17]"
16:21,"[982, 115]","[1926, 227]","[17, 6]","[909, 86]","[99, 11]"
16:31,"[691, 115]","[2381, 200]","[26, 12]","[1057, 69]","[219, 25]"
16:41,"[964, 100]","[886, 194]","[10, 5]","[1441, 68]","[167, 17]"
16:51,"[1977, 108]","[1351, 218]","[9, 9]","[1459, 88]","[281, 21]"
17:01,"[1119, 145]","[2677, 211]","[61, 6]","[522, 69]","[231, 22]"
17:11,"[1261, 117]","[1563, 216]","[64, 8]","[278, 64]","[777, 19]"
17:21,"[2129, 126]","[1525, 206]","[83, 11]","[334, 76]","[700, 19]"
17:31,"[1376, 123]","[1355, 201]","[7, 10]","[704, 84]","[354, 18]"
17:41,"[773, 101]","[1439, 240]","[35, 8]","[526, 92]","[251, 23]"
17:51,"[1254, 129]","[3146, 231]","[135, 10]","[687, 69]","[170, 21]"
18:01,"[967, 112]","[3569, 236]","[29, 11]","[805, 96]","[71, 17]"
18:11,"[1154, 120]","[1446, 245]","[37, 6]","[1440, 68]","[79, 18]"
18:21,"[938, 105]","[4704, 243]","[38, 4]","[371, 79]","[97, 16]"
18:31,"[640, 111]","[2082, 232]","[6, 4]","[1719, 93]","[130, 26]"
18:41,"[1883, 116]","[2725, 250]","[4, 10]","[818, 100]","[110, 17]"
18:51,"[2136, 117]","[3586, 261]","[55, 7]","[504, 103]","[132, 18]"
19:01,"[2131, 141]","[2306, 262]","[18, 8]","[1042, 95]","[162, 27]"
19:11,"[914, 119]","[2036, 243]","[106, 5]","[1285, 109]","[201, 23]"
19:21,"[980, 115]","[4095, 267]","[21, 6]","[1770, 103]","[377, 26]"
19:31,"[2109, 159]","[2801, 305]","[34, 12]","[1349, 120]","[124, 31]"
19:41,"[1246, 168]","[3898, 335]","[21, 9]","[1100, 100]","[144, 34]"
19:51,"[1903, 162]","[5128, 330]","[40, 13]","[1231, 113]","[351, 25]"
20:01,"[3338, 180]","[4962, 320]","[48, 12]","[4449, 130]","[850, 34]"
20:11,"[2115, 163]","[3292, 304]","[15, 13]","[1062, 108]","[285, 23]"
20:21,"[2759, 172]","[3910, 338]","[18, 5]","[668, 78]","[98, 27]"
20:31,"[1671, 163]","[3252, 332]","[23, 12]","[1941, 112]","[158, 25]"
20:41,"[1474, 179]","[4170, 349]","[33, 7]","[667, 115]","[725, 24]"
20:51,"[1787, 140]","[2518, 381]","[177, 8]","[1135, 97]","[115, 31]"
21:01,"[2121, 189]","[2181, 363]","[382, 10]","[1714, 120]","[143, 20]"
21:11,"[1645, 199]","[3911, 410]","[48, 11]","[881, 125]","[145, 31]"
21:21,"[2687, 186]","[2975, 362]","[294, 9]","[849, 121]","[188, 35]"
21:31,"[1837, 198]","[4087, 400]","[103, 10]","[1002, 136]","[387, 24]"
21:41,"[4245, 189]","[3713, 405]","[187, 10]","[1873, 119]","[394, 37]"
21:51,"[2602, 217]","[3655, 418]","[98, 13]","[1182, 135]","[969, 33]"
22:01,"[2392, 198]","[3241, 406]","[33, 16]","[1429, 136]","[289, 25]"
22:11,"[2708, 209]","[4741, 352]","[114, 10]","[2083, 151]","[273, 37]"
22:21,"[1801, 175]","[3943, 389]","[22, 13]","[953, 140]","[419, 25]"
22:31,"[1739, 237]","[3492, 472]","[78, 10]","[1828, 160]","[993, 34]"
22:41,"[1934, 225]","[4322, 475]","[62, 18]","[978, 131]","[320, 41]"
22:51,"[2707, 200]","[3945, 411]","[103, 12]","[2405, 158]","[167, 25]"
23:01,"[3111, 203]","[2994, 424]","[53, 16]","[1526, 162]","[228, 31]"
23:11,"[3076, 216]","[4533, 401]","[122, 16]","[1323, 135]","[22, 30]"
23:21,"[6336, 220]","[3504, 405]","[376, 9]","[1654, 145]","[653, 32]"
23:31,"[2484, 232]","[6502, 436]","[16, 9]","[1110, 137]","[118, 24]"
23:41,"[1897, 223]","[4444, 429]","[431, 16]","[1031, 140]","[335, 43]"
23:51,"[2337, 224]","[2699, 491]","[92, 11]","[1397, 122]","[189, 33]"
