,sad,neutral,anger,happy,hate
03:09:,269,435,224,104,110
03:10:,1122,729,3,85,61
03:11:,1560,1473,27,263,23
03:12:,872,1764,5,228,119
03:13:,365,342,35,280,61
03:14:,373,688,10,177,57
03:15:,330,1079,7,616,122
03:16:,432,675,64,298,3
03:17:,430,880,102,730,8
03:18:,451,569,4,287,64
03:19:,1220,860,2,35,-4
03:20:,286,814,45,39,51
03:21:,743,905,9,301,20
03:22:,540,452,14,389,46
03:23:,241,1243,17,46,-6
03:24:,1091,282,32,200,4
03:25:,512,397,39,91,41
03:26:,582,412,10,276,181
03:27:,244,545,23,768,56
03:28:,304,523,7,147,82
03:29:,690,2074,1,395,14
03:30:,457,852,3,95,2
03:31:,655,335,4,83,173
03:32:,274,831,1,298,15
03:33:,818,511,21,75,13
03:34:,282,566,37,182,22
03:35:,25,348,14,39,12
03:36:,524,435,10,189,0
03:37:,267,256,7,142,37
03:38:,587,750,21,102,-41
03:39:,566,638,3,208,139
03:40:,646,899,1,65,97
03:41:,157,427,15,203,185
03:42:,554,563,3,128,33
03:43:,284,522,2,259,16
03:44:,389,682,123,57,238
03:45:,522,593,10,133,10
03:46:,623,1453,20,590,40
03:47:,74,878,0,106,20
03:48:,287,289,9,220,416
03:49:,343,569,3,79,103
03:50:,193,726,127,165,49
03:51:,244,1061,32,175,503
03:52:,273,704,78,59,18
03:53:,524,229,3,361,45
03:54:,232,356,1,263,109
03:55:,267,1262,1,87,59
03:56:,341,794,7,308,16
03:57:,390,484,6,584,119
03:58:,679,460,4,163,22
03:59:,250,1520,4,355,62
04:00:,307,337,1,388,172
04:01:,239,395,5,460,66
04:02:,347,383,12,117,-6
04:03:,543,653,1,98,108
04:04:,164,612,35,100,46
04:05:,740,515,25,429,13
04:06:,425,836,5,728,26
04:07:,245,426,7,287,95
04:08:,457,524,34,100,13
04:09:,241,1362,16,109,6
04:10:,171,619,250,327,108
04:11:,486,385,1,127,-66
04:12:,349,213,33,221,19
04:13:,321,436,225,125,23
04:14:,303,680,39,513,167
04:15:,525,512,32,225,5
04:16:,245,481,3,148,34
04:17:,229,657,41,114,76
04:18:,313,705,0,299,140
04:19:,587,481,3,113,51
04:20:,1221,511,35,30,18
04:21:,289,854,15,366,102
04:22:,103,439,16,213,178
04:23:,816,370,5,153,35
04:24:,452,711,15,74,53
04:25:,511,1071,4,582,152
04:26:,142,362,28,277,7
04:27:,208,811,1,23,191
04:28:,556,1029,3,65,42
04:29:,415,1493,-5,347,24
04:30:,862,353,3,289,42
04:31:,252,312,39,242,11
04:32:,514,457,0,68,267
04:33:,187,688,225,472,156
04:34:,427,646,13,167,-1
04:35:,418,301,56,295,24
04:36:,391,507,65,153,16
04:37:,749,697,1,186,53
04:38:,303,286,2,194,51
04:39:,1677,772,14,126,116
04:40:,287,1538,6,163,-12
04:41:,235,827,5,91,3
04:42:,1995,431,115,971,11
04:43:,595,428,11,123,83
04:44:,248,1173,-17,401,58
04:45:,266,395,20,116,23
04:46:,231,538,5,131,7
04:47:,909,434,39,215,28
04:48:,221,679,0,288,29
04:49:,692,366,8,339,166
04:50:,274,588,7,467,66
04:51:,318,633,2,116,9
04:52:,361,892,12,191,10
04:53:,184,333,12,116,49
04:54:,384,2675,29,113,-11
04:55:,118,803,0,116,203
04:56:,196,467,6,490,59
04:57:,395,516,14,168,67
04:58:,213,834,12,221,-88
04:59:,957,885,10,139,14
05:00:,584,601,16,417,20
05:01:,357,657,16,382,130
05:02:,227,1101,24,125,17
05:03:,531,570,234,117,214
05:04:,757,888,9,94,14
05:05:,265,487,8,88,-1
05:06:,245,824,5,427,-15
05:07:,179,423,1,223,29
05:08:,290,1043,15,547,13
05:09:,402,225,0,89,50
05:10:,329,182,1,569,22
05:11:,341,303,8,89,103
05:12:,74,596,23,209,27
05:13:,306,416,9,382,17
05:14:,283,537,3,634,63
05:15:,567,965,1,121,40
05:16:,722,338,79,173,2
05:17:,123,279,12,76,88
05:18:,1226,234,-125,94,20
05:19:,287,326,27,313,71
05:20:,650,551,1,109,5
05:21:,215,412,71,353,25
05:22:,468,141,0,54,20
05:23:,293,194,24,157,231
05:24:,267,206,1,490,55
05:25:,143,729,-5,178,87
05:26:,466,232,-23,58,55
05:27:,370,839,50,335,-7
05:28:,202,335,4,72,91
05:29:,667,546,31,192,74
05:30:,153,269,4,223,109
05:31:,438,477,43,93,14
05:32:,360,663,2,65,25
05:33:,198,446,29,224,76
05:34:,115,209,51,-121,34
05:35:,198,353,22,443,21
05:36:,222,809,16,137,34
05:37:,388,726,4,137,74
05:38:,325,424,54,248,57
05:39:,221,182,0,225,92
05:40:,296,426,11,559,69
05:41:,196,791,9,309,27
05:42:,434,538,17,118,43
05:43:,257,484,2,122,19
05:44:,305,458,2,114,38
05:45:,415,1296,23,183,62
05:46:,192,455,68,166,18
05:47:,228,381,25,57,3
05:48:,84,398,15,179,21
05:49:,1067,536,110,65,4
05:50:,380,296,3,340,27
05:51:,89,1633,6,188,7
05:52:,162,279,-1,308,20
05:53:,511,504,33,134,45
05:54:,424,736,55,94,47
05:55:,278,358,22,298,60
05:56:,366,681,4,94,-7
05:57:,186,1159,42,293,27
05:58:,190,432,24,881,0
05:59:,432,303,1,172,21
06:00:,223,310,12,201,115
06:01:,235,689,7,94,47
06:02:,286,1485,0,135,150
06:03:,294,863,2,1174,42
06:04:,116,336,44,80,0
06:05:,204,283,133,88,105
06:06:,376,344,2,131,10
06:07:,244,314,15,333,181
06:08:,313,542,4,68,184
06:09:,339,352,-4,126,14
06:10:,205,291,1,187,19
06:11:,467,410,24,177,44
06:12:,93,249,7,317,265
06:13:,376,565,28,114,12
06:14:,5545,533,31,1030,59
06:15:,429,418,11,224,5
06:16:,883,656,55,54,142
06:17:,131,282,7,285,63
06:18:,306,255,-24,1232,26
06:19:,154,331,2,324,70
06:20:,137,239,14,261,203
06:21:,1327,441,2,137,86
06:22:,1345,439,18,283,130
06:23:,1926,774,1,483,98
06:24:,212,405,6,144,30
06:25:,237,395,13,209,51
06:26:,242,1901,4,218,17
06:27:,299,223,7,30,6
06:28:,445,3126,3,373,42
06:29:,406,396,14,277,36
06:30:,240,356,228,403,32
06:31:,446,1174,2,1966,59
06:32:,1898,677,6,232,27
06:33:,147,250,1,311,74
06:34:,133,999,15,2765,72
06:35:,355,448,80,423,1029
06:36:,323,322,130,85,11
06:37:,367,500,35,199,51
06:38:,291,450,367,112,2
06:39:,1995,253,15,216,111
06:40:,280,263,2,197,48
06:41:,163,456,8,91,128
06:42:,265,304,17,120,14
06:43:,302,248,0,125,56
06:44:,539,567,15,102,10
06:45:,258,307,4,117,135
06:46:,87,2078,2,326,52
06:47:,274,463,44,274,12
06:48:,1102,337,2,155,23
06:49:,47,2507,15,42,6
06:50:,166,246,12,229,64
06:51:,80,477,9,166,30
06:52:,230,314,1,64,189
06:53:,114,452,42,649,63
06:54:,109,203,-3,136,134
06:55:,249,338,2,64,1
06:56:,80,1398,0,93,9
06:57:,234,519,18,1423,86
06:58:,119,487,14,124,-32
06:59:,292,367,23,35,-11
07:00:,516,182,1,179,77
07:01:,541,284,2,114,738
07:02:,140,466,9,84,6
07:03:,575,306,8,272,2
07:04:,107,384,-33,460,24
07:05:,359,387,-4,345,64
07:06:,182,485,-11,316,26
07:07:,1121,1052,45,2176,1
07:08:,167,342,11,180,40
07:09:,81,500,35,73,15
07:10:,984,991,2,101,5
07:11:,121,362,1,64,51
07:12:,1035,805,6,216,178
07:13:,1537,351,0,139,69
07:14:,404,1021,0,216,36
07:15:,176,671,59,90,29
07:16:,464,577,0,212,20
07:17:,504,853,27,155,15
07:18:,633,1192,10,430,25
07:19:,304,719,3,89,16
07:20:,111,772,2,37,0
07:21:,59,344,0,163,37
07:22:,1185,248,1,52,-10
07:23:,683,366,3,89,71
07:24:,173,165,9,282,21
07:25:,231,1115,172,97,25
07:26:,161,332,11,169,25
07:27:,51,873,334,117,109
07:28:,128,669,4,60,34
07:29:,94,441,5,588,4
07:30:,203,332,114,116,9
07:31:,173,881,2,140,17
07:32:,540,411,86,47,19
07:33:,564,201,42,79,15
07:34:,194,452,66,127,8
07:35:,203,344,9,46,8
07:36:,344,173,1,191,39
07:37:,772,119,12,71,85
07:38:,198,378,2,57,82
07:39:,1153,316,7,149,21
07:40:,242,766,0,111,106
07:41:,159,261,144,105,121
07:42:,186,273,5,327,14
07:43:,239,327,14,86,16
07:44:,50,150,0,54,31
07:45:,834,212,43,152,19
07:46:,565,168,11,285,-11
07:47:,251,294,5,65,36
07:48:,115,408,1,431,32
07:49:,478,331,5,-21,14
07:50:,152,236,35,82,24
07:51:,315,133,9,147,11
07:52:,84,295,19,78,157
07:53:,648,301,55,93,5
07:54:,55,465,4,143,29
07:55:,224,308,3,169,32
07:56:,167,119,2,84,13
07:57:,366,124,6,238,0
07:58:,167,462,-4,63,16
07:59:,239,402,3,154,2
08:00:,420,359,2,174,2
08:01:,576,764,0,136,2
08:02:,198,411,6,502,41
08:03:,519,387,16,37,10
08:04:,703,431,35,64,28
08:05:,192,448,5,271,4
08:06:,1124,374,0,36,67
08:07:,185,523,9,55,190
08:08:,765,539,5,67,9
08:09:,96,340,18,45,31
08:10:,156,152,5,138,375
08:11:,581,241,37,132,45
08:12:,51,538,20,12,14
08:13:,90,505,13,441,125
08:14:,241,1811,0,539,35
08:15:,243,238,0,376,73
08:16:,106,227,21,426,34
08:17:,181,343,2,119,19
08:18:,36,270,7,118,13
08:19:,779,312,9,187,0
08:20:,148,2448,27,55,6
08:21:,225,66,14,32,19
08:22:,409,281,3,101,134
08:23:,737,180,0,189,3
08:24:,129,349,0,29,268
08:25:,194,253,6,192,0
08:26:,145,39,9,191,-2
08:27:,175,281,28,75,121
08:28:,439,433,62,98,38
08:29:,230,298,0,81,17
08:30:,221,283,6,86,10
08:31:,134,267,-3,79,22
08:32:,346,211,5,58,61
08:33:,170,285,13,251,29
08:34:,286,269,16,200,37
08:35:,254,715,1,272,30
08:36:,365,175,36,49,31
08:37:,77,55,-3,171,82
08:38:,241,609,10,121,-37
08:39:,90,286,728,101,-10
08:40:,217,338,-5,46,21
08:41:,146,443,-2,63,370
08:42:,138,483,0,163,30
08:43:,112,423,9,92,33
08:44:,170,734,4,70,38
08:45:,136,745,10,382,44
08:46:,266,319,1,36,17
08:47:,116,614,-2,175,7
08:48:,114,286,90,86,0
08:49:,304,508,7,124,3
08:50:,375,379,2,143,49
08:51:,142,439,1,72,4
08:52:,263,542,2,66,-7
08:53:,186,294,0,538,1
08:54:,425,351,1,8,8
08:55:,51,182,1,245,4
08:56:,1067,528,18,118,10
08:57:,184,244,7,196,11
08:58:,153,416,-22,55,12
08:59:,287,195,10,236,21
09:00:,524,490,2,92,2
09:01:,495,122,8,867,8
09:02:,112,147,8,206,73
09:03:,289,257,13,521,34
09:04:,118,432,25,9,-2
09:05:,371,397,1,38,5
09:06:,111,1953,2,9,47
09:07:,162,138,7,121,28
09:08:,138,446,2,286,19
09:09:,354,561,13,84,2
09:10:,23,617,5,36,13
09:11:,727,354,1,186,121
09:12:,94,519,18,275,33
09:13:,288,140,4,99,-2
09:14:,76,380,2,122,37
09:15:,53,267,9,103,26
09:16:,114,300,7,166,-5
09:17:,171,474,6,172,0
09:18:,283,202,4,41,292
09:19:,98,305,5,696,14
09:20:,132,983,5,59,8
09:21:,163,322,9,165,5
09:22:,167,775,12,100,11
09:23:,33,205,0,148,64
09:24:,1533,382,1,101,735
09:25:,163,389,3,226,33
09:26:,270,204,775,80,334
09:27:,272,363,1,264,96
09:28:,210,428,14,119,4
09:29:,104,510,5,74,101
09:30:,115,248,27,87,7
09:31:,78,198,30,145,8
09:32:,205,92,7,629,18
09:33:,77,182,163,73,20
09:34:,589,180,0,143,52
09:35:,142,321,0,246,-1
09:36:,83,344,4,40,9
09:37:,61,405,-7,217,5
09:38:,286,582,70,121,22
09:39:,479,80,11,79,3
09:40:,202,404,2,45,28
09:41:,128,116,36,503,4
09:42:,187,144,2,384,36
09:43:,205,155,0,151,-9
09:44:,61,223,0,600,101
09:45:,128,338,5,791,-3
09:46:,183,27,23,48,125
09:47:,235,269,8,246,-1
09:48:,120,245,48,24,-11
09:49:,61,520,3,194,2
09:50:,213,152,12,43,1
09:51:,-3,220,3,73,84
09:52:,219,140,1,127,9
09:53:,184,318,17,30,16
09:54:,195,512,1,51,-24
09:55:,141,607,7,396,9
09:56:,44,431,4,103,0
09:57:,80,262,3,40,11
09:58:,175,223,7,19,13
09:59:,356,552,18,88,25
10:00:,201,217,3,137,43
10:01:,25,162,161,70,13
10:02:,215,243,0,85,4
10:03:,110,118,1,265,-11
10:04:,147,329,22,84,17
10:05:,49,411,2,683,32
10:06:,180,418,1,88,2
10:07:,62,584,0,17,25
10:08:,163,147,5,3,1
10:09:,35,180,2,505,39
10:10:,984,289,2,147,9
10:11:,301,172,0,596,0
10:12:,183,265,13,295,-3
10:13:,84,156,0,84,2
10:14:,51,272,50,58,150
10:15:,142,390,7,156,34
10:16:,538,289,2,36,8
10:17:,84,307,0,14,34
10:18:,235,488,7,158,18
10:19:,141,543,115,206,1
10:20:,191,730,0,222,15
10:21:,62,426,19,73,10
10:22:,284,227,-1,161,19
10:23:,181,248,7,17,56
10:24:,64,477,7,38,21
10:25:,106,216,0,43,8
10:26:,-151,403,42,14,74
10:27:,470,277,19,110,0
10:28:,34,446,14,42,0
10:29:,77,251,-1,74,74
10:30:,195,175,4,188,-6
10:31:,72,216,6,222,17
10:32:,284,104,1,25,8
10:33:,493,304,2,50,89
10:34:,188,124,14,144,1
10:35:,143,1037,5,16,122
10:36:,1042,167,8,182,189
10:37:,51,242,13,90,16
10:38:,43,227,29,196,9
10:39:,89,273,4,81,1
10:40:,25,152,8,186,4
10:41:,62,157,87,59,23
10:42:,85,205,2,13,3
10:43:,73,133,9,88,20
10:44:,33,152,15,14,10
10:45:,286,95,-4,23,11
10:46:,54,458,2,54,5
10:47:,121,345,0,44,19
10:48:,568,805,17,423,2
10:49:,212,122,11,43,175
10:50:,70,1056,1,155,11
10:51:,401,359,2,65,4
10:52:,168,506,52,25,72
10:53:,-5,449,0,185,1
10:54:,299,277,2,146,0
10:55:,242,358,58,74,32
10:56:,76,1200,6,1049,156
10:57:,218,465,1,10,11
10:58:,89,539,0,50,28
10:59:,68,248,1,42,-1
11:00:,168,242,1,670,2
11:01:,58,163,1,43,0
11:02:,30,301,99,16,97
11:03:,93,596,0,176,26
11:04:,497,257,2,59,-1
11:05:,161,553,31,139,10
11:06:,354,83,11,1991,64
11:07:,34,153,46,262,79
11:08:,383,316,5,229,37
11:09:,87,267,561,61,21
11:10:,243,900,1,319,10
11:11:,534,418,-10,525,74
11:12:,204,555,11,309,314
11:13:,164,480,1,99,-1
11:14:,1701,541,8,36,2
11:15:,82,111,354,55,17
11:16:,119,368,0,119,14
11:17:,187,291,2,-4,16
11:18:,48,172,15,172,36
11:19:,213,155,10,91,58
11:20:,95,344,1,113,2
11:21:,29,412,3,50,2
11:22:,272,248,0,279,45
11:23:,476,568,0,262,8
11:24:,145,230,0,236,21
11:25:,234,156,1,56,9
11:26:,78,263,0,218,11
11:27:,62,169,1,20,0
11:28:,42,162,0,51,30
11:29:,172,247,2,300,27
11:30:,151,1108,0,393,1
11:31:,70,384,0,195,117
11:32:,886,274,2,12,5
11:33:,28,372,2,198,4
11:34:,532,629,0,110,10
11:35:,216,200,0,47,4
11:36:,183,135,1,733,37
11:37:,51,421,3,533,39
11:38:,89,190,5,223,117
11:39:,61,497,20,12,9
11:40:,474,212,43,117,17
11:41:,42,849,15,963,23
11:42:,33,249,1,48,98
11:43:,213,260,2,139,8
11:44:,133,279,0,246,2
11:45:,68,595,1,233,7
11:46:,-9,235,2,247,14
11:47:,273,289,4,101,1
11:48:,198,157,22,66,48
11:49:,189,258,7,95,23
11:50:,239,166,2,28,14
11:51:,716,194,0,89,5
11:52:,109,293,12,106,148
11:53:,-1,386,20,45,1
11:54:,96,310,12,20,4
11:55:,105,1047,25,58,16
11:56:,250,336,1,19,2
11:57:,914,135,0,52,23
11:58:,232,346,4,73,4
11:59:,112,74,1,449,-10
12:00:,38,152,3,98,6
12:01:,444,137,1,13,11
12:02:,7,437,0,232,9
12:03:,78,405,1,187,6
12:04:,197,895,4,300,801
12:05:,159,171,7,273,1
12:06:,150,615,21,58,21
12:07:,103,289,31,73,46
12:08:,107,332,1,23,6
12:09:,212,685,2,154,4
12:10:,999,352,2,168,8
12:11:,218,229,0,23,33
12:12:,60,810,0,91,5
12:13:,264,144,-1,125,5
12:14:,120,105,4,52,12
12:15:,98,477,5,27,0
12:16:,136,484,28,39,3
12:17:,36,216,4,8,37
12:18:,123,282,31,97,-37
12:19:,-36,182,1,62,0
12:20:,210,415,10,142,452
12:21:,667,310,0,59,42
12:22:,114,460,0,37,179
12:23:,142,477,11,127,15
12:24:,49,331,4,243,9
12:25:,72,255,1,28,4
12:26:,566,103,1,47,-3
12:27:,327,253,13,197,55
12:28:,15,295,3,9,375
12:29:,356,250,0,17,9
12:30:,210,98,3,39,20
12:31:,279,358,0,10,3
12:32:,119,92,13,264,24
12:33:,148,117,-2,457,23
12:34:,188,125,53,49,26
12:35:,10,79,18,12,-2
12:36:,109,-8,-10,80,2
12:37:,41,381,0,65,1
12:38:,105,96,5,284,0
12:39:,292,160,4,13,53
12:40:,77,107,8,26,91
12:41:,107,325,0,107,9
12:42:,90,165,1,264,19
12:43:,48,189,0,22,18
12:44:,66,448,0,105,5
12:45:,57,1152,2,235,4
12:46:,69,595,0,300,59
12:47:,325,1871,2,198,12
12:48:,108,595,0,198,2
12:49:,189,505,-1,291,0
12:50:,100,407,-9,287,90
12:51:,199,519,4,44,72
12:52:,235,212,0,28,31
12:53:,72,1367,6,90,6
12:54:,76,313,1,118,3
12:55:,196,129,12,57,1
12:56:,654,223,3,33,9
12:57:,206,188,1,56,0
12:58:,84,96,31,20,34
12:59:,105,240,1,49,61
13:00:,61,330,2,37,65
13:01:,135,40,4,40,37
13:02:,144,86,1,81,-16
13:03:,-1,135,0,61,81
13:04:,184,712,2,44,5
13:05:,510,211,0,211,-5
13:06:,331,105,0,73,7
13:07:,670,1075,15,29,15
13:08:,185,130,4,82,21
13:09:,375,236,0,1,356
13:10:,160,111,24,346,43
13:11:,29,290,14,36,6
13:12:,75,127,16,39,18
13:13:,74,203,11,145,7
13:14:,42,1164,0,26,15
13:15:,186,530,4,80,0
13:16:,495,178,6,69,6
13:17:,112,127,9,54,31
13:18:,563,98,8,60,16
13:19:,67,543,49,246,20
13:20:,136,235,3,254,17
13:21:,217,667,3,1663,12
13:22:,892,416,1,335,40
13:23:,67,164,24,60,6
13:24:,577,168,-35,88,45
13:25:,216,216,4,395,13
13:26:,59,726,0,36,3
13:27:,182,261,0,20,3
13:28:,81,107,0,698,4
13:29:,94,106,1,49,16
13:30:,176,173,2,368,14
13:31:,100,467,0,-10,14
13:32:,133,165,0,238,28
13:33:,61,132,3,12,5
13:34:,162,194,0,41,8
13:35:,89,189,5,86,5
13:36:,164,210,1,73,2
13:37:,96,147,1,228,50
13:38:,61,734,132,86,0
13:39:,173,168,0,127,-8
13:40:,1206,279,0,106,0
13:41:,107,113,11,19,31
13:42:,1189,97,0,201,21
13:43:,187,90,8,72,340
13:44:,83,118,10,250,3
13:45:,122,353,8,163,102
13:46:,69,93,0,58,4
13:47:,345,184,0,38,0
13:48:,154,129,1,-14,-7
13:49:,106,102,0,156,5
13:50:,27,434,0,715,63
13:51:,551,217,0,23,11
13:52:,605,188,0,336,17
13:53:,355,481,14,1,7
13:54:,114,277,0,27,8
13:55:,154,3148,2,87,2
13:56:,37,487,2,38,7
13:57:,315,58,3,55,16
13:58:,56,57,10,40,0
13:59:,41,83,0,138,10
14:00:,60,93,0,39,-1
14:01:,27,209,96,24,-7
14:02:,121,468,-3,48,0
14:03:,39,186,1,26,1
14:04:,391,244,3,107,-48
14:05:,39,135,-2,206,19
14:06:,223,240,0,46,19
14:07:,265,117,0,272,8
14:08:,86,226,3,4,1
14:09:,609,180,1,231,20
14:10:,900,126,0,54,3
14:11:,435,886,0,81,19
14:12:,95,278,0,-4,4
14:13:,93,249,11,34,28
14:14:,168,301,9,18,10
14:15:,30,196,3,50,3
14:16:,108,169,17,385,3
14:17:,91,80,136,101,51
14:18:,119,153,1,115,1
14:19:,89,119,3,332,-12
14:20:,183,267,7,34,10
14:21:,111,94,0,-76,2
14:22:,60,201,0,87,14
14:23:,122,1589,2,29,23
14:24:,93,229,0,121,21
14:25:,212,321,42,304,2
14:26:,82,107,12,165,1
14:27:,100,984,11,169,63
14:28:,2,324,-10,27,7
14:29:,15,47,1,45,3
14:30:,33,52,10,302,0
14:31:,329,709,3,118,38
14:32:,-13,452,2,412,14
14:33:,542,362,0,655,-22
14:34:,1292,156,0,454,28
14:35:,80,111,3,31,-4
14:36:,77,274,2,209,-10
14:37:,103,212,35,72,-21
14:38:,218,73,15,158,52
14:39:,131,1685,1,48,3
14:40:,2,562,1,133,41
14:41:,290,406,0,16,0
14:42:,51,113,2,26,67
14:43:,135,95,2,-30,13
14:44:,180,560,1,49,18
14:45:,319,409,1,126,-3
14:46:,87,244,1,41,3
14:47:,50,176,0,80,26
14:48:,291,480,-7,67,13
14:49:,32,179,0,61,0
14:50:,111,187,0,159,4
14:51:,48,321,10,155,16
14:52:,64,366,26,438,0
14:53:,18,426,19,236,15
14:54:,38,62,451,37,3
14:55:,43,265,-9,42,-2
14:56:,58,597,25,94,19
14:57:,179,122,3,35,-29
14:58:,541,221,6,53,14
14:59:,80,179,2,37,3
15:00:,862,282,6,23,7
15:01:,28,1022,3,119,34
15:02:,210,756,1,14,-9
15:03:,453,16,6,43,26
15:04:,86,98,2,1,27
15:05:,133,211,0,4,0
15:06:,25,517,1,38,8
15:07:,60,52,0,24,3
